,lr,p,b0,bi,trunk,R2_1,R2_2,R2_3,R2_4
57,0.0001,16,4,8,4,0.940772328,0.937546415,0.938827434,0.930985123
58,0.0001,16,4,8,8,0.94011797,0.941879099,0.930814697,0.935517913
59,0.0001,16,4,8,16,0.939807972,0.936646269,0.930341816,0.926045599
60,0.0001,16,4,16,4,0.945445292,0.943417055,0.934128102,0.936685408
61,0.0001,16,4,16,8,0.938708111,0.939587107,0.934905083,0.935985725
62,0.0001,16,4,16,16,0.939140722,0.935325085,0.933615631,0.930184275
63,0.0001,16,8,4,4,0.943769953,0.93836151,0.932525089,0.937906405
64,0.0001,16,8,4,8,0.939846468,0.933691669,0.934821727,0.926114502
65,0.0001,16,8,4,16,0.946229797,0.941425034,0.93721812,0.935517857
66,0.0001,16,8,8,4,0.943639345,0.936466136,0.931361081,0.92894581
67,0.0001,16,8,8,8,0.937099198,0.934782078,0.930556791,0.932999453
68,0.0001,16,8,8,16,0.937245831,0.941217286,0.927414844,0.929202695
69,0.0001,16,8,16,4,0.945726325,0.935073146,0.938094792,0.927294069
70,0.0001,16,8,16,8,0.939032839,0.940034807,0.935975647,0.927771259
71,0.0001,16,8,16,16,0.939321511,0.941918484,0.928716007,0.924958292
72,0.0001,16,16,4,4,0.938895448,0.933002005,0.929196649,0.927061361
73,0.0001,16,16,4,8,0.950265837,0.942971092,0.941096931,0.938432806
74,0.0001,16,16,4,16,0.941306104,0.944692002,0.94120751,0.93087644
75,0.0001,16,16,8,4,0.942948382,0.94083142,0.934171099,0.938081449
76,0.0001,16,16,8,8,0.941448476,0.940641843,0.930777006,0.935069029
77,0.0001,16,16,8,16,0.934964608,0.93713448,0.927792524,0.933396397
78,0.0001,16,16,16,4,0.946013804,0.937489967,0.936562088,0.928486224
79,0.0001,16,16,16,8,0.938742232,0.939453592,0.935677006,0.932402506
80,0.0001,16,16,16,16,0.94134881,0.938472292,0.932886209,0.92729828
81,0.001,4,4,4,4,0.945459649,0.941923354,0.930402683,0.935913238
82,0.001,4,4,4,8,0.947156191,0.945965063,0.932692484,0.932632532
83,0.001,4,4,4,16,0.945778999,0.93817308,0.939551083,0.92862031
84,0.001,4,4,8,4,0.941302434,0.94094408,0.930872941,0.928232793
85,0.001,4,4,8,8,0.952795708,0.948065354,0.936570537,0.937595161
86,0.001,4,4,8,16,0.944531777,0.944606204,0.941958601,0.939989154
87,0.001,4,4,16,4,0.941586256,0.945399475,0.933128636,0.938367567
88,0.001,4,4,16,8,0.951444855,0.945975934,0.940890155,0.93516767
89,0.001,4,4,16,16,0.939440551,0.943334287,0.932682826,0.938535745
90,0.001,4,8,4,4,0.940948301,0.938967224,0.932304688,0.933173389
91,0.001,4,8,4,8,0.950397194,0.945638913,0.938950948,0.934628655
92,0.001,4,8,4,16,0.942475023,0.949097766,0.939166721,0.932967235
93,0.001,4,8,8,4,0.948024572,0.938163434,0.940121843,0.93202573
94,0.001,4,8,8,8,0.951781941,0.951572283,0.936656062,0.943048542
95,0.001,4,8,8,16,0.948314058,0.951524075,0.945327785,0.9362493
96,0.001,4,8,16,4,0.943225629,0.942104495,0.927874551,0.925191583
97,0.001,4,8,16,8,0.937514541,0.939185687,0.937926322,0.92988123
98,0.001,4,8,16,16,0.946258923,0.939383066,0.932451845,0.931956429
99,0.001,4,16,4,4,0.948852854,0.947231487,0.939183206,0.941814425
100,0.001,4,16,4,8,0.940639286,0.94008264,0.938711255,0.933840363
101,0.001,4,16,4,16,0.936373224,0.936638437,0.93049196,0.930828659
102,0.001,4,16,8,4,0.944214644,0.943071917,0.935624499,0.932602929
103,0.001,4,16,8,8,0.944560945,0.945892797,0.939106505,0.934667673
104,0.001,4,16,8,16,0.939315214,0.935633711,0.929633465,0.93172499
105,0.001,4,16,16,4,0.945462302,0.941355579,0.930397956,0.930971191
106,0.001,4,16,16,8,0.950535351,0.941215314,0.941316666,0.940197531
107,0.001,4,16,16,16,0.935803569,0.939161159,0.928289813,0.932526503
108,0.001,8,4,4,4,0.946211347,0.93591151,0.93605125,0.927894238
109,0.001,8,4,4,8,0.94351041,0.94318045,0.937688947,0.92998352
110,0.001,8,4,4,16,0.93494348,0.941348862,0.936185076,0.927638886
111,0.001,8,4,8,4,0.946056297,0.938013928,0.939998004,0.932694306
112,0.001,8,4,8,8,0.944959636,0.941241425,0.937031325,0.935885086
113,0.001,8,4,8,16,0.938694538,0.938984382,0.936845473,0.926919974
114,0.001,8,4,16,4,0.941217431,0.940337367,0.928855466,0.926317165
115,0.001,8,4,16,8,0.942050047,0.932127279,0.935090126,0.929762546
116,0.001,8,4,16,16,0.943184633,0.941159925,0.932029927,0.925007987
117,0.001,8,8,4,4,0.946581798,0.942036196,0.936711363,0.939195829
118,0.001,8,8,4,8,0.946380629,0.937168249,0.934989308,0.933603445
119,0.001,8,8,4,16,0.947332112,0.940911248,0.939311177,0.936040322
120,0.001,8,8,8,4,0.943981946,0.946832504,0.936484554,0.936304495
121,0.001,8,8,8,8,0.947217829,0.942306495,0.944233322,0.937506047
122,0.001,8,8,8,16,0.944298686,0.941038778,0.935927078,0.932863821
123,0.001,8,8,16,4,0.941662364,0.941553185,0.932244673,0.929718478
124,0.001,8,8,16,8,0.947711721,0.948586355,0.938877983,0.940930991
125,0.001,8,8,16,16,0.943229202,0.938137336,0.931501442,0.924855384
126,0.001,8,16,4,4,0.946478672,0.941868385,0.937404117,0.930891331
127,0.001,8,16,4,8,0.941427228,0.940965079,0.936900916,0.933377368
128,0.001,8,16,4,16,0.942467399,0.935883312,0.936758304,0.929677617
129,0.001,8,16,8,4,0.93778344,0.941084321,0.930856306,0.928284349
130,0.001,8,16,8,8,0.937878387,0.940671628,0.933546443,0.930444979
131,0.001,8,16,8,16,0.944683223,0.945025506,0.939482647,0.932537012
132,0.001,8,16,16,4,0.94928985,0.949311088,0.936062694,0.94201303
133,0.001,8,16,16,8,0.942678146,0.946674682,0.933510303,0.933295739
134,0.001,8,16,16,16,0.938418261,0.937939532,0.939098606,0.930870079
135,0.001,16,4,4,4,0.936415199,0.935012707,0.930049655,0.933323302
136,0.001,16,4,4,8,0.948422353,0.943088155,0.933242305,0.93999562
137,0.001,16,4,4,16,0.938085028,0.932734566,0.928845756,0.927504521
138,0.001,16,4,8,4,0.939537349,0.944069618,0.933652384,0.934915496
139,0.001,16,4,8,8,0.935732159,0.935015698,0.92903534,0.934013352
140,0.001,16,4,8,16,0.947463308,0.947803675,0.936445986,0.936242272
141,0.001,16,4,16,4,0.946130434,0.938665051,0.932598409,0.92722891
142,0.001,16,4,16,8,0.94570538,0.939047796,0.93765054,0.931760219
143,0.001,16,4,16,16,0.944482213,0.946353538,0.935051434,0.937641909
144,0.001,16,8,4,4,0.935050002,0.934038304,0.927564402,0.931802824
145,0.001,16,8,4,8,0.949515921,0.94600104,0.937189799,0.933431945
146,0.001,16,8,4,16,0.943140141,0.942087636,0.941075121,0.931299807
147,0.001,16,8,8,4,0.936069133,0.942658625,0.927527782,0.931330166
148,0.001,16,8,8,8,0.943946645,0.946051983,0.941942866,0.941801726
149,0.001,16,8,8,16,0.938789278,0.942090574,0.930912318,0.930803851
150,0.001,16,8,16,4,0.945435762,0.942017271,0.941253863,0.941926688
151,0.001,16,8,16,8,0.94581437,0.941871779,0.935705793,0.92955974
152,0.001,16,8,16,16,0.951711809,0.94477596,0.939755551,0.939944876
153,0.001,16,16,4,4,0.943978161,0.947434619,0.938977744,0.935454029
154,0.001,16,16,4,8,0.942066612,0.942480523,0.940872848,0.932703983
155,0.001,16,16,4,16,0.951756205,0.947903347,0.936246717,0.940785056
156,0.001,16,16,8,4,0.94869186,0.947479118,0.941587267,0.939302702
157,0.001,16,16,8,8,0.949176788,0.939632946,0.940649843,0.932837813
158,0.001,16,16,8,16,0.940029541,0.93954275,0.9309656,0.931404913
159,0.001,16,16,16,4,0.946446628,0.938016951,0.940697052,0.930595917
160,0.001,16,16,16,8,0.943738614,0.94629557,0.94009585,0.942948416
161,0.001,16,16,16,16,0.948336369,0.940912896,0.939744773,0.931739736
162,0.01,4,4,4,4,0.947108066,0.938184907,0.931602943,0.937241132
163,0.01,4,4,4,8,0.942680199,0.942027095,0.941207033,0.933242648
164,0.01,4,4,4,16,0.947132494,0.942598478,0.934652539,0.931354582
165,0.01,4,4,8,4,0.937391752,0.939909797,0.933413275,0.930654999
166,0.01,4,4,8,8,0.939785841,0.936064331,0.933800839,0.930040695
167,0.01,4,4,8,16,0.940996688,0.943669936,0.932403572,0.92961287
168,0.01,4,4,16,4,0.943560674,0.944233868,0.931138387,0.937627649
169,0.01,4,4,16,8,0.94352228,0.932518356,0.935516233,0.929307214
170,0.01,4,4,16,16,0.952275016,0.943629278,0.938617902,0.935704698
171,0.01,4,8,4,4,0.938939389,0.937975987,0.934534215,0.925996589
172,0.01,4,8,4,8,0.946830802,0.943683418,0.936293794,0.937080978
173,0.01,4,8,4,16,0.942128687,0.93561471,0.935166685,0.927022228
174,0.01,4,8,8,4,0.942392636,0.942370844,0.941525115,0.932310171
175,0.01,4,8,8,8,0.940702595,0.940906538,0.931792567,0.937306108
176,0.01,4,8,8,16,0.94779196,0.944020852,0.934464097,0.935915215
177,0.01,4,8,16,4,0.942720603,0.942808287,0.937231868,0.932720655
178,0.01,4,8,16,8,0.937245851,0.938136301,0.936193339,0.929990387
179,0.01,4,8,16,16,0.947392772,0.943386592,0.933020415,0.928607926
180,0.01,4,16,4,4,0.938067954,0.934865067,0.931439994,0.930699259
181,0.01,4,16,4,8,0.941407264,0.940419399,0.934544537,0.926647003
182,0.01,4,16,4,16,0.941226619,0.943337677,0.93020519,0.929470778
183,0.01,4,16,8,4,0.945684542,0.943535488,0.938019468,0.938926366
184,0.01,4,16,8,8,0.943070655,0.946365154,0.940642156,0.938950459
185,0.01,4,16,8,16,0.947634454,0.946002027,0.940144716,0.936851079
186,0.01,4,16,16,4,0.935487512,0.940167509,0.934437907,0.928894612
187,0.01,4,16,16,8,0.944920582,0.944705252,0.932272701,0.939468582
188,0.01,4,16,16,16,0.942685888,0.93991716,0.932051662,0.938960651
189,0.01,8,4,4,4,0.946763851,0.936807959,0.932385373,0.928605566
190,0.01,8,4,4,8,0.945795155,0.94395287,0.942424412,0.937933217
191,0.01,8,4,4,16,0.939202951,0.938557168,0.936787011,0.933230553
192,0.01,8,4,8,4,0.939876849,0.938189444,0.932790444,0.930294732
193,0.01,8,4,8,8,0.948469309,0.948894052,0.940098942,0.940947204
194,0.01,8,4,8,16,0.944498178,0.940742061,0.935924801,0.927824781
195,0.01,8,4,16,4,0.944923673,0.94584996,0.939981957,0.934505701
196,0.01,8,4,16,8,0.950845954,0.947596802,0.937601119,0.939517616
197,0.01,8,4,16,16,0.941637004,0.933162439,0.926776253,0.932667333
198,0.01,8,8,4,4,0.94628952,0.942528752,0.935516046,0.93065415
199,0.01,8,8,4,8,0.942863917,0.940531597,0.93123719,0.935797854
200,0.01,8,8,4,16,0.938829463,0.934968214,0.937855382,0.927940569
201,0.01,8,8,8,4,0.942172364,0.93973751,0.9298618,0.9280707
202,0.01,8,8,8,8,0.945603433,0.941007323,0.939825004,0.934636644
203,0.01,8,8,8,16,0.950849491,0.951772415,0.941123205,0.942722231
204,0.01,8,8,16,4,0.937554665,0.940001933,0.937324018,0.933011724
205,0.01,8,8,16,8,0.942209516,0.948019755,0.935651086,0.941934846
206,0.01,8,8,16,16,0.946907409,0.94340489,0.930805923,0.934217264
207,0.01,8,16,4,4,0.941051173,0.937756839,0.932412169,0.931337214
208,0.01,8,16,4,8,0.94778873,0.949096314,0.93452553,0.938569174
209,0.01,8,16,4,16,0.943087044,0.936930068,0.933565718,0.927383704
210,0.01,8,16,8,4,0.949027515,0.938454086,0.941541189,0.934742904
211,0.01,8,16,8,8,0.937213744,0.933238664,0.930176331,0.926771679
212,0.01,8,16,8,16,0.942650018,0.935053767,0.937478923,0.926997774
213,0.01,8,16,16,4,0.948046779,0.945895023,0.938757784,0.934644758
214,0.01,8,16,16,8,0.951105914,0.945288696,0.939471977,0.940136135
215,0.01,8,16,16,16,0.937042896,0.936263617,0.932953047,0.9364992
216,0.01,16,4,4,4,0.950052922,0.947939705,0.938618139,0.937539302
217,0.01,16,4,4,8,0.945551777,0.948294581,0.933567244,0.932733611
218,0.01,16,4,4,16,0.945392601,0.94753034,0.94226281,0.932834177
219,0.01,16,4,8,4,0.942991013,0.942707465,0.942967001,0.940100731
220,0.01,16,4,8,8,0.949620487,0.945064611,0.936607142,0.939934656
221,0.01,16,4,8,16,0.941731284,0.937361796,0.935151591,0.930632833
222,0.01,16,4,16,4,0.94733625,0.943822169,0.933369045,0.935774732
223,0.01,16,4,16,8,0.942301054,0.944322386,0.931295334,0.934902971
224,0.01,16,4,16,16,0.941521413,0.937426636,0.928871218,0.931538296
225,0.01,16,8,4,4,0.938961765,0.940334504,0.933199603,0.926118776
226,0.01,16,8,4,8,0.941814021,0.944568894,0.932074489,0.932160975
227,0.01,16,8,4,16,0.937572103,0.940424585,0.933841773,0.932496125
228,0.01,16,8,8,4,0.94830883,0.941274793,0.931167213,0.935597697
229,0.01,16,8,8,8,0.942031906,0.939253469,0.935811302,0.933965939
230,0.01,16,8,8,16,0.951913915,0.945366887,0.938188497,0.94066935
231,0.01,16,8,16,4,0.948271739,0.945839738,0.936140188,0.936315388
232,0.01,16,8,16,8,0.944083093,0.944189278,0.939000402,0.93899827
233,0.01,16,8,16,16,0.945354532,0.935330727,0.938058391,0.936141368
234,0.01,16,16,4,4,0.942796365,0.949129166,0.940831169,0.936950998
235,0.01,16,16,4,8,0.952878384,0.951073565,0.943571679,0.933344608
236,0.01,16,16,4,16,0.945314491,0.940075895,0.931644675,0.936782696
237,0.01,16,16,8,4,0.942750309,0.942880321,0.932271595,0.935783117
238,0.01,16,16,8,8,0.942980532,0.936709547,0.933595954,0.934516317
239,0.01,16,16,8,16,0.948867657,0.951379349,0.936448756,0.936103294
240,0.01,16,16,16,4,0.946174119,0.946425174,0.940584745,0.935269242
241,0.01,16,16,16,8,0.948417725,0.94205379,0.936847703,0.930825273
242,0.01,16,16,16,16,0.944683055,0.942483464,0.944020557,0.938705639
